source,target,weight
Bardzka / Piękna,Buforowa - Vivaldiego,32
Bardzka / Piękna,Dworzec Główny,25
Bardzka / Piękna,Dworzec Główny południe,116
Bardzka / Piękna,Dyrekcyjna / Borowska (Wroclavia),24
Bardzka / Piękna,Fosa Miejska ,7
Bardzka / Piękna,Gazowa/Międzyleska,2
Bardzka / Piękna,Gliniana / Gajowa,19
Bardzka / Piękna,Grabiszyńska / Aleja Hallera,3
Bardzka / Piękna,Grabiszyńska / Magazynierska (Corte Verona),1
Bardzka / Piękna,Graniczna / Strzegomska,1
Bardzka / Piękna,Grochowa / Jemiołowa,2
Bardzka / Piękna,Grota-Roweckiego / Parafialna,6
Bardzka / Piękna,Hubska / Prudnicka,49
Bardzka / Piękna,Jagiełły / Dmowskiego,2
Bardzka / Piękna,Jagodzińska / Buforowa,30
Bardzka / Piękna,Janiszewskiego (PWr),1
Bardzka / Piękna,Jednoci Narodowej / Wyszyńskiego,2
Bardzka / Piękna,Kamienna / Borowska (Aquapark),60
Bardzka / Piękna,Kamienna / Tomaszowska,41
Bardzka / Piękna,Kamieńskiego / Jutrosińska,1
Bardzka / Piękna,Karwińska / Opolska,3
Bardzka / Piękna,Kazimierza Wielkiego (Helios),7
Bardzka / Piękna,Komandorska / Kamienna,20
Bardzka / Piękna,Komandorska / Sanocka,7
Bardzka / Piękna,Konduktorska,28
Bardzka / Piękna,Kołłštaja / Podwale,4
Bardzka / Piękna,Kociuszki / Komuny Paryskiej / Zgodna,8
Bardzka / Piękna,Kociuszki / Pułaskiego,22
Bardzka / Piękna,Krakowska / Leroy Merlin,23
Bardzka / Piękna,Krucza / Mielecka / Stalowa,1
Bardzka / Piękna,Krzycka / Aleja Karkonoska (Park Południowy),5
Bardzka / Piękna,Legnicka (Park Magnolia),2
Bardzka / Piękna,Legnicka / Młodych Techników,2
Bardzka / Piękna,Legnicka / Wejherowska,1
Bardzka / Piękna,Legnicka / Zachodnia ,1
Bardzka / Piękna,Mocickiego (stacja kolejowa),6
Bardzka / Piękna,Mocickiego / Chińska ,2
Bardzka / Piękna,Młodych Techników,2
Bardzka / Piękna,Na Grobli (PWr - Geocentrum),1
Bardzka / Piękna,Norwida / Wyspiańskiego (PWr),16
Bardzka / Piękna,Nowowiejska / Górnickiego,1
Bardzka / Piękna,Nowowiejska / Wyszyńskiego,1
Bardzka / Piękna,Nyska / Jesionowa,139
Bardzka / Piękna,Nyska / Piękna,71
Bardzka / Piękna,Opolska / Siemianowicka,10
Bardzka / Piękna,Opolska / pętla tramwajowa,5
Bardzka / Piękna,Pereca / Grabiszyńska,2
Bardzka / Piękna,Piaskowa / w. Ducha,3
Bardzka / Piękna,Piłsudskiego 13 od Jump Hall,1
Bardzka / Piękna,Plac Dominikański (Galeria Dominikańska),10
Bardzka / Piękna,Plac Grunwaldzki (DS Ołówek),2
Bardzka / Piękna,Plac Grunwaldzki / Polaka,7
Bardzka / Piękna,Plac Jana Pawła II (Akademia Muzyczna),3
Bardzka / Piękna,Plac Kociuszki (Renoma),7
Bardzka / Piękna,Plac Legionów,17
Bardzka / Piękna,Plac Powstańców Warszawy (Muzeum Narodowe),2
Bardzka / Piękna,Plac Powstańców lšskich,6
Bardzka / Piękna,Plac Staszica,2
Bardzka / Piękna,Powstańcow lšskich / Aleja Hallera,63
Bardzka / Piękna,Powstańców lšskich (Arkady Wrocławskie),24
Bardzka / Piękna,Powstańców lšskich/Orla,1
Bardzka / Piękna,Przyjani / Karkonoska,2
Bardzka / Piękna,Racławicka / Rymarska,2
Bardzka / Piękna,Rondo Reagana,6
Bardzka / Piękna,Rynek,8
Bardzka / Piękna,Semaforowa,2
Bardzka / Piękna,Skarbowców / Wietrzna,1
Bardzka / Piękna,Sołtysowicka / Redycka,2
Bardzka / Piękna,Strachowskiego / Parafialna,2
Bardzka / Piękna,Strzegomska / Estońska,2
Bardzka / Piękna,Szczęliwa (Sky Tower),20
Bardzka / Piękna,Szewska / Kazimierza Wielkiego ,11
Bardzka / Piękna,Tarnogajska / Klimasa,69
Bardzka / Piękna,Traugutta / Kociuszki,4
Bardzka / Piękna,Traugutta / Pułaskiego,13
Bardzka / Piękna,Tyrmanda / Trawowa,1
Bardzka / Piękna,Wałbrzyska - pętla tramwajowa,1
Bardzka / Piękna,Wita Stwosza / Szewska,5
Bardzka / Piękna,Wróblewskiego (Teki),3
Bardzka / Piękna,Wróblewskiego (ZOO),3
Bardzka / Piękna,Wyszyńskiego / Szczytnicka,4
Bardzka / Piękna,Zaporoska / Gajowicka,1
Bardzka / Piękna,Zaporoska / Grabiszyńska,1
Bardzka / Piękna,Zaporoska / Wielka / Krucza,1
Bardzka / Piękna,Zwycięska / Ołtaszyńska,2
Bardzka / Piękna,al. Armii Krajowej / Bardzka,31
Bardzka / Piękna,al. Armii Krajowej / Borowska,60
Bardzka / Piękna,al. Armii Krajowej / Tarnogajska,41
Bardzka / Piękna,al. Karkonoska / Jedziecka,2
Bardzka / Piękna,Łukasiewicza / Smoluchowskiego (PWr),1
Bardzka / Piękna,lężna / Aleja Winiowa,21
Bardzka / Piękna,lężna / Kamienna (Uniw. Ekonomiczny),58
Bardzka / Piękna,lężna / Skierniewicka,13
Bardzka / Piękna,lężna / pętla tramwajowa,4
Bardzka / Piękna,rubowa / Strzegomska,1
Bardzka / Piękna,widnicka / Piłsudskiego (Hotel Scandic),7
Bardzka / Piękna,wieradowska (Ferio Gaj ),52
Bardzka / Piękna,wieradowska / Krynicka,61
Bardzka / Piękna,Żelazna / Pereca,1
Bałtycka / Żmigrodzka,Aleja Kromera,13
Bałtycka / Żmigrodzka,Bacciarellego,9
Bałtycka / Żmigrodzka,Bardzka / Piękna,1
Bałtycka / Żmigrodzka,Bałtycka / Żmigrodzka,171
Bałtycka / Żmigrodzka,Berenta / Kasprowicza,10
Bałtycka / Żmigrodzka,Bezpieczna / Obornicka,30
Bałtycka / Żmigrodzka,Drobnera / Dubois,15
Bałtycka / Żmigrodzka,Drobnera / Plac Bema,4
Bałtycka / Żmigrodzka,Drzewieckiego / Dedala,1
Bałtycka / Żmigrodzka,Dworzec Główny,1
Bałtycka / Żmigrodzka,Dworzec Główny południe,2
Bałtycka / Żmigrodzka,Fosa Miejska ,3
Bałtycka / Żmigrodzka,Gorlicka / Litewska,2
Bałtycka / Żmigrodzka,Grabiszyńska / Magazynierska (Corte Verona),1
Bałtycka / Żmigrodzka,Grota-Roweckiego / Parafialna,1
Bałtycka / Żmigrodzka,Jagiełły / Dmowskiego,9
Bałtycka / Żmigrodzka,Janiszewskiego (PWr),3
Bałtycka / Żmigrodzka,Jednoci Narodowej / Wyszyńskiego,8
Bałtycka / Żmigrodzka,Kamienna / Tomaszowska,2
Bałtycka / Żmigrodzka,Kamieńskiego,1
Bałtycka / Żmigrodzka,Kamieńskiego / Jutrosińska,138
Bałtycka / Żmigrodzka,Kasprowicza / Syrokomli,14
Bałtycka / Żmigrodzka,Kazimierza Wielkiego (Helios),10
Bałtycka / Żmigrodzka,Koszarowa / UWr,8
Bałtycka / Żmigrodzka,Kozanowska / Pilczycka,3
Bałtycka / Żmigrodzka,Kołłštaja / Podwale,2
Bałtycka / Żmigrodzka,Kraszewskiego / Trzebnicka,46
Bałtycka / Żmigrodzka,Krzywoustego / Korona,9
Bałtycka / Żmigrodzka,Księgarska / Dekarska / Zduńska,4
Bałtycka / Żmigrodzka,Kwidzyńska pętla,2
Bałtycka / Żmigrodzka,Legnicka (Park Magnolia),8
Bałtycka / Żmigrodzka,Legnicka / Młodych Techników,3
Bałtycka / Żmigrodzka,Legnicka / Wejherowska,1
Bałtycka / Żmigrodzka,Legnicka / Zachodnia ,20
Bałtycka / Żmigrodzka,Lotnicza / Na Ostatnim Groszu,1
Bałtycka / Żmigrodzka,Mickiewicza / pętla tramwajowa,2
Bałtycka / Żmigrodzka,Mršgowska / Rolna,1
Bałtycka / Żmigrodzka,Młodych Techników,5
Bałtycka / Żmigrodzka,Na Ostatnim Groszu,1
Bałtycka / Żmigrodzka,Norwida / Wyspiańskiego (PWr),1
Bałtycka / Żmigrodzka,Nowowiejska / Górnickiego,2
Bałtycka / Żmigrodzka,Nowowiejska / Jednoci Narodowej,4
Bałtycka / Żmigrodzka,Nowowiejska / Wyszyńskiego,5
Bałtycka / Żmigrodzka,Obornicka / Bałtycka,33
Bałtycka / Żmigrodzka,Olszewskiego pętla tramwajowa,1
Bałtycka / Żmigrodzka,Osobowicka - pętla tramwajowa,1
Bałtycka / Żmigrodzka,Osobowicka / Ostrowska,7
Bałtycka / Żmigrodzka,Paprotna / Obornicka zajezdnia MPK,12
Bałtycka / Żmigrodzka,Partyzantów / Okrzei,1
Bałtycka / Żmigrodzka,Pereca / Grabiszyńska,1
Bałtycka / Żmigrodzka,Piaskowa / w. Ducha,3
Bałtycka / Żmigrodzka,Plac Dominikański (Galeria Dominikańska),2
Bałtycka / Żmigrodzka,Plac Grunwaldzki (DS Ołówek),1
Bałtycka / Żmigrodzka,Plac Grunwaldzki / Polaka,1
Bałtycka / Żmigrodzka,Plac Jana Pawła II (Akademia Muzyczna),2
Bałtycka / Żmigrodzka,Plac Legionów,1
Bałtycka / Żmigrodzka,Plac Powstańców lšskich,2
Bałtycka / Żmigrodzka,Plac Staszica,8
Bałtycka / Żmigrodzka,Plac Strzegomski / Poznańska,1
Bałtycka / Żmigrodzka,Plac Uniwersytecki (UWr),22
Bałtycka / Żmigrodzka,Plac więtego Macieja / Trzebnicka,2
Bałtycka / Żmigrodzka,Popowicka,3
Bałtycka / Żmigrodzka,Popowicka / Niedwiedzia,1
Bałtycka / Żmigrodzka,Powstańcow lšskich / Aleja Hallera,3
Bałtycka / Żmigrodzka,Promenady Wrocławskie,8
Bałtycka / Żmigrodzka,Przyjani,1
Bałtycka / Żmigrodzka,Radeckiego / Marcinkowskiego (Uniw. Medyczny - CNIM),1
Bałtycka / Żmigrodzka,Reymonta / Kleczkowska,16
Bałtycka / Żmigrodzka,Rondo Reagana,4
Bałtycka / Żmigrodzka,Rynek,9
Bałtycka / Żmigrodzka,Sienkiewicza / Wyszyńskiego,2
Bałtycka / Żmigrodzka,Sołtysowicka / Redycka,1
Bałtycka / Żmigrodzka,Stacyjna (Dworzec Mikołajów),1
Bałtycka / Żmigrodzka,Strachowskiego / Parafialna,1
Bałtycka / Żmigrodzka,Strzegomska / Estońska,1
Bałtycka / Żmigrodzka,Szewska / Kazimierza Wielkiego ,15
Bałtycka / Żmigrodzka,Traugutta / Kociuszki,1
Bałtycka / Żmigrodzka,Traugutta / Pułaskiego,2
Bałtycka / Żmigrodzka,Waniliowa / Cynamonowa,2
Bałtycka / Żmigrodzka,Wita Stwosza / Szewska,15
Bałtycka / Żmigrodzka,Wróblewskiego (ZOO),2
Bałtycka / Żmigrodzka,Wyszyńskiego / Szczytnicka,3
Bałtycka / Żmigrodzka,Zachodnia / Poznańska,2
Bałtycka / Żmigrodzka,Zaporoska / Grabiszyńska,2
Bałtycka / Żmigrodzka,Zwycięska / Agrestowa,1
Bałtycka / Żmigrodzka,al. Brücknera / Kwidzyńska,2
Bałtycka / Żmigrodzka,al. Kochanowskiego / niadeckich ,2
Bałtycka / Żmigrodzka,al. Poprzeczna / stacja kolejowa,1
Bałtycka / Żmigrodzka,pl. Orlšt Lwowskich,2
Bałtycka / Żmigrodzka,pl. Powstańców Wielkopolskich,26
Bałtycka / Żmigrodzka,Łukasiewicza / Smoluchowskiego (PWr),3
Bałtycka / Żmigrodzka,lężna / Skierniewicka,1
Bałtycka / Żmigrodzka,Żeromskiego / Daszyńskiego,3
Bałtycka / Żmigrodzka,Żeromskiego / Kluczborska,1
Bałtycka / Żmigrodzka,Żmigrodzka / Broniewskiego,62
Bałtycka / Żmigrodzka,Żmigrodzka / Marino,110
Berenta / Kasprowicza,Aleja Hallera / Mielecka,1
Berenta / Kasprowicza,Aleja Kromera,76
Berenta / Kasprowicza,Bacciarellego / pętla autobusowa,2
Berenta / Kasprowicza,Bardzka / Piękna,1
Berenta / Kasprowicza,Bałtycka / Żmigrodzka,9
Berenta / Kasprowicza,Berenta / Kasprowicza,186
Berenta / Kasprowicza,Bezpieczna / Obornicka,13
Berenta / Kasprowicza,Drobnera / Dubois,3
Berenta / Kasprowicza,Drobnera / Plac Bema,37
Berenta / Kasprowicza,Drzewieckiego / Dedala,17
Berenta / Kasprowicza,Dworzec Główny,2
Berenta / Kasprowicza,Dyrekcyjna / Borowska (Wroclavia),1
Berenta / Kasprowicza,Fosa Miejska ,1
Berenta / Kasprowicza,Gorlicka / Litewska,2
Berenta / Kasprowicza,Grabiszyńska / Aleja Hallera,1
Berenta / Kasprowicza,Grota-Roweckiego / Parafialna,1
Berenta / Kasprowicza,Hubska / Prudnicka,5
Berenta / Kasprowicza,Janiszewskiego (PWr),1
Berenta / Kasprowicza,Jednoci Narodowej / Wyszyńskiego,24
Berenta / Kasprowicza,Kamieńskiego,1
Berenta / Kasprowicza,Kamieńskiego / Jutrosińska,9
Berenta / Kasprowicza,Kasprowicza / Syrokomli,68
Berenta / Kasprowicza,Kazimierza Wielkiego (Helios),9
Berenta / Kasprowicza,Koszarowa / UWr,66
Berenta / Kasprowicza,Kozanowska / Pilczycka,10
Berenta / Kasprowicza,Kociuszki / Pułaskiego,1
Berenta / Kasprowicza,Kraszewskiego / Trzebnicka,6
Berenta / Kasprowicza,Krzywoustego - Rynek Psie Pole,2
Berenta / Kasprowicza,Krzywoustego / Korona,80
Berenta / Kasprowicza,Lotnicza / Na Ostatnim Groszu,3
Berenta / Kasprowicza,Na Grobli (PWr - Geocentrum),1
Berenta / Kasprowicza,Norwida / Wyspiańskiego (PWr),4
Berenta / Kasprowicza,Nowowiejska / Górnickiego,9
Berenta / Kasprowicza,Nowowiejska / Jednoci Narodowej,16
Berenta / Kasprowicza,Nowowiejska / Wyszyńskiego,10
Berenta / Kasprowicza,Nyska / Jesionowa,6
Berenta / Kasprowicza,Obornicka / Bałtycka,29
Berenta / Kasprowicza,Okulickiego,1
Berenta / Kasprowicza,Osobowicka - pętla tramwajowa,2
Berenta / Kasprowicza,Paprotna / Obornicka zajezdnia MPK,7
Berenta / Kasprowicza,Piaskowa / w. Ducha,6
Berenta / Kasprowicza,Pilczycka / Koszykarska,1
Berenta / Kasprowicza,Piłsudskiego 13 od Jump Hall,1
Berenta / Kasprowicza,Plac Dominikański (Galeria Dominikańska),5
Berenta / Kasprowicza,Plac Grunwaldzki (DS Ołówek),4
Berenta / Kasprowicza,Plac Grunwaldzki / Polaka,7
Berenta / Kasprowicza,Plac Jana Pawła II (Akademia Muzyczna),3
Berenta / Kasprowicza,Plac Powstańców Warszawy (Muzeum Narodowe),4
Berenta / Kasprowicza,Plac Staszica,3
Berenta / Kasprowicza,Plac Uniwersytecki (UWr),3
Berenta / Kasprowicza,Plac więtego Macieja / Trzebnicka,5
Berenta / Kasprowicza,Poniatowskiego / Olenicka,4
Berenta / Kasprowicza,Popowicka / Niedwiedzia,2
Berenta / Kasprowicza,Promenady Wrocławskie,12
Berenta / Kasprowicza,Radeckiego / Marcinkowskiego (Uniw. Medyczny - CNIM),3
Berenta / Kasprowicza,Reymonta / Kleczkowska,3
Berenta / Kasprowicza,Rondo Reagana,16
Berenta / Kasprowicza,Rynek,3
Berenta / Kasprowicza,Sienkiewicza / Piastowska,4
Berenta / Kasprowicza,Sienkiewicza / Wyszyńskiego,5
Berenta / Kasprowicza,Sołtysowicka / Redycka,50
Berenta / Kasprowicza,Stadion Olimpijski,1
Berenta / Kasprowicza,Strachocińska / Wieniacza,2
Berenta / Kasprowicza,Szewska / Kazimierza Wielkiego ,1
Berenta / Kasprowicza,Tyrmanda / Trawowa,1
Berenta / Kasprowicza,Wita Stwosza / Szewska,1
Berenta / Kasprowicza,Wyszyńskiego / Szczytnicka,7
Berenta / Kasprowicza,Zachodnia / Poznańska,1
Berenta / Kasprowicza,Zwycięska / Ołtaszyńska,1
Berenta / Kasprowicza,al. Armii Krajowej / Bardzka,1
Berenta / Kasprowicza,al. Brücknera / Kwidzyńska,5
Berenta / Kasprowicza,al. Kochanowskiego / Kopernika,3
Berenta / Kasprowicza,al. Kochanowskiego / niadeckich ,16
Berenta / Kasprowicza,al. Poprzeczna / stacja kolejowa,13
Berenta / Kasprowicza,pl. Orlšt Lwowskich,2
Berenta / Kasprowicza,pl. Powstańców Wielkopolskich,13
Berenta / Kasprowicza,lężna / Aleja Winiowa,1
Berenta / Kasprowicza,lężna / Skierniewicka,2
Berenta / Kasprowicza,Żeromskiego / Daszyńskiego,3
Berenta / Kasprowicza,Żeromskiego / Kluczborska,1
Berenta / Kasprowicza,Żmigrodzka / Broniewskiego,85
Berenta / Kasprowicza,Żmigrodzka / Marino,11
Bezpieczna / Obornicka,Aleja Kromera,27
Bezpieczna / Obornicka,Bałtycka / Żmigrodzka,25
Bezpieczna / Obornicka,Berenta / Kasprowicza,25
Bezpieczna / Obornicka,Bezpieczna / Obornicka,328
Bezpieczna / Obornicka,Bezpieczna/Jugosławiańska,1
Bezpieczna / Obornicka,Drobnera / Dubois,17
Bezpieczna / Obornicka,Drobnera / Plac Bema,23
Bezpieczna / Obornicka,Dworzec Główny,6
Bezpieczna / Obornicka,Dworzec Główny południe,1
Bezpieczna / Obornicka,Fosa Miejska ,2
Bezpieczna / Obornicka,Gliniana / Gajowa,4
Bezpieczna / Obornicka,Gorlicka / Litewska,1
Bezpieczna / Obornicka,Graniczna / Strzegomska,7
Bezpieczna / Obornicka,Hermanowska / Kołobrzeska,1
Bezpieczna / Obornicka,Hubska / Prudnicka,1
Bezpieczna / Obornicka,Jagiełły / Dmowskiego,12
Bezpieczna / Obornicka,Janiszewskiego (PWr),2
Bezpieczna / Obornicka,Jednoci Narodowej / Wyszyńskiego,23
Bezpieczna / Obornicka,Joliot-Curie (Uwr),2
Bezpieczna / Obornicka,Kamienna / Borowska (Aquapark),2
Bezpieczna / Obornicka,Kamienna / Tomaszowska,2
Bezpieczna / Obornicka,Kamieńskiego / Jutrosińska,25
Bezpieczna / Obornicka,Kasprowicza / Syrokomli,36
Bezpieczna / Obornicka,Kazimierza Wielkiego (Helios),26
Bezpieczna / Obornicka,Klecińska / Duńska,1
Bezpieczna / Obornicka,Koszarowa / UWr,43
Bezpieczna / Obornicka,Kozanowska / Pilczycka,16
Bezpieczna / Obornicka,Kołłštaja / Podwale,2
Bezpieczna / Obornicka,Krakowska / Leroy Merlin,2
Bezpieczna / Obornicka,Kraszewskiego / Trzebnicka,13
Bezpieczna / Obornicka,Krucza / Mielecka / Stalowa,1
Bezpieczna / Obornicka,Krzywoustego - Rynek Psie Pole,1
Bezpieczna / Obornicka,Krzywoustego / Korona,1
Bezpieczna / Obornicka,Księgarska / Dekarska / Zduńska,1
Bezpieczna / Obornicka,Kurkowa / Dubois,2
Bezpieczna / Obornicka,Legnicka (Park Magnolia),8
Bezpieczna / Obornicka,Legnicka / Młodych Techników,5
Bezpieczna / Obornicka,Legnicka / Wejherowska,29
Bezpieczna / Obornicka,Legnicka / Zachodnia ,9
Bezpieczna / Obornicka,Lotnicza / Bajana,6
Bezpieczna / Obornicka,Lotnicza / Na Ostatnim Groszu,12
Bezpieczna / Obornicka,Młodych Techników,3
Bezpieczna / Obornicka,Na Grobli (PWr - Geocentrum),1
Bezpieczna / Obornicka,Na Ostatnim Groszu,5
Bezpieczna / Obornicka,Norwida / Wyspiańskiego (PWr),1
Bezpieczna / Obornicka,Nowowiejska / Górnickiego,4
Bezpieczna / Obornicka,Nowowiejska / Jednoci Narodowej,4
Bezpieczna / Obornicka,Nowowiejska / Wyszyńskiego,11
Bezpieczna / Obornicka,Nyska / Piękna,1
Bezpieczna / Obornicka,Obornicka / Bałtycka,121
Bezpieczna / Obornicka,Olszewskiego / Spółdzielcza,1
Bezpieczna / Obornicka,Olszewskiego pętla tramwajowa,2
Bezpieczna / Obornicka,Opolska / Siemianowicka,1
Bezpieczna / Obornicka,Osobowicka - pętla tramwajowa,24
Bezpieczna / Obornicka,Osobowicka / Ostrowska,17
Bezpieczna / Obornicka,Paprotna / Obornicka zajezdnia MPK,211
Bezpieczna / Obornicka,Pereca / Grabiszyńska,1
Bezpieczna / Obornicka,Piaskowa / w. Ducha,5
Bezpieczna / Obornicka,Pilczycka (Stadion Miejski),9
Bezpieczna / Obornicka,Pilczycka / Koszykarska,6
Bezpieczna / Obornicka,Plac Dominikański (Galeria Dominikańska),7
Bezpieczna / Obornicka,Plac Grunwaldzki (DS Ołówek),1
Bezpieczna / Obornicka,Plac Grunwaldzki / Polaka,5
Bezpieczna / Obornicka,Plac Jana Pawła II (Akademia Muzyczna),4
Bezpieczna / Obornicka,Plac Kociuszki (Renoma),4
Bezpieczna / Obornicka,Plac Powstańców Warszawy (Muzeum Narodowe),1
Bezpieczna / Obornicka,Plac Powstańców lšskich,2
Bezpieczna / Obornicka,Plac Staszica,35
Bezpieczna / Obornicka,Plac Strzegomski / Poznańska,22
Bezpieczna / Obornicka,Plac Uniwersytecki (UWr),19
Bezpieczna / Obornicka,Plac więtego Macieja / Trzebnicka,5
Bezpieczna / Obornicka,Poniatowskiego / Olenicka,3
Bezpieczna / Obornicka,Popowicka,23
Bezpieczna / Obornicka,Popowicka / Niedwiedzia,2
Bezpieczna / Obornicka,Powstańcow lšskich / Aleja Hallera,2
Bezpieczna / Obornicka,Powstańców lšskich (Arkady Wrocławskie),1
Bezpieczna / Obornicka,Promenady Wrocławskie,26
Bezpieczna / Obornicka,Racławicka / Rymarska,1
Bezpieczna / Obornicka,Reymonta / Kleczkowska,30
Bezpieczna / Obornicka,Rogowska / Zemska,1
Bezpieczna / Obornicka,Rondo Reagana,1
Bezpieczna / Obornicka,Rynek,28
Bezpieczna / Obornicka,Sienkiewicza / Piastowska,3
Bezpieczna / Obornicka,Sienkiewicza / Wyszyńskiego,10
Bezpieczna / Obornicka,Sołtysowicka / Redycka,2
Bezpieczna / Obornicka,Stabłowicka,1
Bezpieczna / Obornicka,Stabłowicka / Główna,4
Bezpieczna / Obornicka,Stacyjna (Dworzec Mikołajów),2
Bezpieczna / Obornicka,Strzegomska / Estońska,4
Bezpieczna / Obornicka,Szczęliwa (Sky Tower),1
Bezpieczna / Obornicka,Szewska / Kazimierza Wielkiego ,12
Bezpieczna / Obornicka,Traugutta / Kociuszki,5
Bezpieczna / Obornicka,Trymanda / Mińska,3
Bezpieczna / Obornicka,Tyrmanda / Trawowa,2
Bezpieczna / Obornicka,Waniliowa / Cynamonowa,15
Bezpieczna / Obornicka,Wita Stwosza / Szewska,12
Bezpieczna / Obornicka,Wróblewskiego (ZOO),2
Bezpieczna / Obornicka,Wyszyńskiego / Szczytnicka,54
Bezpieczna / Obornicka,Zachodnia / Poznańska,3
Bezpieczna / Obornicka,Zaporoska / Wielka / Krucza,1
Bezpieczna / Obornicka,Zwycięska / Agrestowa,1
Bezpieczna / Obornicka,al. Armii Krajowej / Borowska,1
Bezpieczna / Obornicka,al. Brücknera / Kwidzyńska,3
Bezpieczna / Obornicka,al. Kochanowskiego / Kopernika,3
Bezpieczna / Obornicka,al. Kochanowskiego / niadeckich ,3
Bezpieczna / Obornicka,al. Poprzeczna / stacja kolejowa,1
Bezpieczna / Obornicka,pl. Orlšt Lwowskich,3
Bezpieczna / Obornicka,pl. Powstańców Wielkopolskich,9
Bezpieczna / Obornicka,lężna / Aleja Winiowa,1
Bezpieczna / Obornicka,lężna / Kamienna (Uniw. Ekonomiczny),1
Bezpieczna / Obornicka,rubowa / Strzegomska,1
Bezpieczna / Obornicka,widnicka / Piłsudskiego (Hotel Scandic),5
Bezpieczna / Obornicka,wieradowska (Ferio Gaj ),1
Bezpieczna / Obornicka,Żelazna / Pereca,1
Bezpieczna / Obornicka,Żernicka,1
Bezpieczna / Obornicka,Żeromskiego / Daszyńskiego,9
Bezpieczna / Obornicka,Żeromskiego / Kluczborska,4
Bezpieczna / Obornicka,Żmigrodzka / Broniewskiego,152
Bezpieczna / Obornicka,Żmigrodzka / Marino,181
Bezpieczna/Jugosławiańska,Bezpieczna / Obornicka,1
Bezpieczna/Jugosławiańska,Bezpieczna/Jugosławiańska,8
Bezpieczna/Jugosławiańska,Drobnera / Dubois,1
Bezpieczna/Jugosławiańska,Kamieńskiego,1
Bezpieczna/Jugosławiańska,Legnicka / Wejherowska,2
Bezpieczna/Jugosławiańska,Pilczycka / Kozanowska,1
Bezpieczna/Jugosławiańska,Plac Staszica,1
Bezpieczna/Jugosławiańska,Plac Uniwersytecki (UWr),2
Bezpieczna/Jugosławiańska,Trymanda / Mińska,1
Bezpieczna/Jugosławiańska,Wojanowska / Arbuzowa,1
Bezpieczna/Jugosławiańska,Żmigrodzka / Broniewskiego,1
Bezpieczna/Jugosławiańska,Żmigrodzka / Marino,2
Boguszowska / Kosmonautów,Boguszowska / Kosmonautów,134
Boguszowska / Kosmonautów,Drobnera / Plac Bema,1
Boguszowska / Kosmonautów,Drzewieckiego / Dedala,6
Boguszowska / Kosmonautów,Grabiszyńska / Aleja Hallera,2
Boguszowska / Kosmonautów,Jerzmanowska,11
Boguszowska / Kosmonautów,Klecińska / Duńska,2
Boguszowska / Kosmonautów,Kosmonautów / Fieldorfa szpital wojewódzki,16
Boguszowska / Kosmonautów,Kosmonautów / Glinianki / WUWA2,21
Boguszowska / Kosmonautów,Krucza / Mielecka / Stalowa,1
Boguszowska / Kosmonautów,Legnicka (Park Magnolia),3
Boguszowska / Kosmonautów,Legnicka / Wejherowska,3
Boguszowska / Kosmonautów,Lenica - pętla tramwajowa,54
Boguszowska / Kosmonautów,Lotnicza / Bajana,1
Boguszowska / Kosmonautów,Lotnicza / Metalowców,9
Boguszowska / Kosmonautów,Lotnicza / Na Ostatnim Groszu,1
Boguszowska / Kosmonautów,Malicka / Stodolna,4
Boguszowska / Kosmonautów,Mińska / stanisławowska,1
Boguszowska / Kosmonautów,Pilczycka (Stadion Miejski),2
Boguszowska / Kosmonautów,Pilczycka / Koszykarska,1
Boguszowska / Kosmonautów,Pilczycka / Kozanowska,2
Boguszowska / Kosmonautów,Plac Strzegomski / Poznańska,1
Boguszowska / Kosmonautów,Prochowicka / Dolnobrzeska,30
