source,target,weight,lat_source,lng_source,lat_target,lng_target
210,52,1,51.10377800000001,17.05155,51.115564,17.060704
210,53,1,51.10377800000001,17.05155,51.116822,17.051845
210,60,2,51.10377800000001,17.05155,51.097147,17.056251
210,42,4,51.10377800000001,17.05155,51.104571,17.048102
210,32,3,51.10377800000001,17.05155,51.110274,17.034912
210,16,1,51.10377800000001,17.05155,51.113562051419,17.050673961639
210,171,5,51.10377800000001,17.05155,51.083551,17.060519
210,131,3,51.10377800000001,17.05155,51.13198,17.07945
210,155,2,51.10377800000001,17.05155,51.12469,17.034879999999998
210,57,2,51.10377800000001,17.05155,51.089842,17.028225
139,82,2,51.105578,17.111316,51.13225900000001,17.065453
139,139,166,51.105578,17.111316,51.105578,17.111316
139,179,87,51.105578,17.111316,51.10224,17.11645
139,141,2,51.105578,17.111316,51.13959000000001,17.03216
139,142,1,51.105578,17.111316,51.14156,17.02587
139,18,3,51.105578,17.111316,51.074868,17.032457
139,3,1,51.105578,17.111316,51.09975,17.036228
139,76,1,51.105578,17.111316,51.104163,17.031115
139,186,2,51.105578,17.111316,51.141797,17.123711
139,11,1,51.105578,17.111316,51.094413,16.980911
139,27,10,51.105578,17.111316,51.109332,17.060510999999998
139,51,1,51.105578,17.111316,51.110662,17.052712
139,78,3,51.105578,17.111316,51.110342,17.02601
139,147,5,51.105578,17.111316,51.14128,17.066129999999998
139,41,1,51.105578,17.111316,51.098959,17.051519
139,108,3,51.105578,17.111316,51.14035,17.08494
139,96,26,51.105578,17.111316,51.110299,17.117854
139,159,114,51.105578,17.111316,51.11397,17.10395
139,181,2,51.105578,17.111316,51.11464,17.13042
139,14,1,51.105578,17.111316,51.105207,17.053675
139,28,15,51.105578,17.111316,51.107235,17.060715
139,61,3,51.105578,17.111316,51.119311,17.056784
139,170,1,51.105578,17.111316,51.08729,17.05115
139,154,1,51.105578,17.111316,51.08476,17.05309
139,137,67,51.105578,17.111316,51.10209,17.101679999999998
139,138,37,51.105578,17.111316,51.101431,17.108481
139,188,1,51.105578,17.111316,51.148528000000006,17.020477
139,192,28,51.105578,17.111316,51.109457,17.097924
139,197,1,51.105578,17.111316,51.11289,17.03971
139,0,7,51.105578,17.111316,51.108004,17.039528
139,62,6,51.105578,17.111316,51.113912,17.067207
139,54,7,51.105578,17.111316,51.110415,17.055591
139,33,1,51.105578,17.111316,51.103354,17.030704
139,40,2,51.105578,17.111316,51.110001,17.047735999999997
139,44,3,51.105578,17.111316,51.113703,17.006287
139,35,2,51.105578,17.111316,51.113871,17.034484
139,17,14,51.105578,17.111316,51.111727,17.06768
139,8,33,51.105578,17.111316,51.112154,17.060451
139,52,2,51.105578,17.111316,51.115564,17.060704
139,53,1,51.105578,17.111316,51.116822,17.051845
139,203,6,51.105578,17.111316,51.118030730849,17.095563411712998
139,168,21,51.105578,17.111316,51.10666,17.142979999999998
139,71,1,51.105578,17.111316,51.107471,17.033335
139,60,2,51.105578,17.111316,51.097147,17.056251
139,32,1,51.105578,17.111316,51.110274,17.034912
139,55,61,51.105578,17.111316,51.10411,17.084711
139,23,33,51.105578,17.111316,51.10592000000001,17.075857
139,16,5,51.105578,17.111316,51.113562051419,17.050673961639
139,131,5,51.105578,17.111316,51.13198,17.07945
139,140,8,51.105578,17.111316,51.11514,17.074360000000002
139,130,6,51.105578,17.111316,51.12021,17.07779
139,199,1,51.105578,17.111316,51.10823,17.021379999999994
139,155,1,51.105578,17.111316,51.12469,17.034879999999998
139,77,17,51.105578,17.111316,51.108288,17.064884
139,13,1,51.105578,17.111316,51.112911,17.001360000000002
139,38,1,51.105578,17.111316,51.101322,17.028528
139,86,1,51.105578,17.111316,51.136111,17.036262
179,82,2,51.10224,17.11645,51.13225900000001,17.065453
179,139,112,51.10224,17.11645,51.105578,17.111316
179,179,215,51.10224,17.11645,51.10224,17.11645
179,143,2,51.10224,17.11645,51.125652,16.968626999999998
179,3,3,51.10224,17.11645,51.09975,17.036228
