"id","betweenness","closeness_in","closeness_out","clust_coeff","degree","pagerank","strength_in","strength_out"
78,81.4431446909189,0.00184842883548983,0.00181488203266788,0.354851330203443,72,0.00223466793645468,266,151
22,368.740744971495,0.00213219616204691,0.00199203187250996,0.352530382731725,149,0.00246701118078417,807,806
209,390.843838062377,0.00211864406779661,0.00205761316872428,0.259549141902083,222,0.00534316636153303,1919,1836
27,333.793896567503,0.00202429149797571,0.00204081632653061,0.270363439377524,143,0.00308822082646066,805,823
25,156.116627847936,0.00195694716242661,0.0019723865877712,0.202588181401741,296,0.0112824615618615,6360,6472
191,162.888859705955,0.00188323917137476,0.0018796992481203,0.182241085328786,329,0.00886054650875227,4833,4817
18,267.892255371991,0.0020746887966805,0.00202429149797571,0.254453548571196,222,0.00406790230343042,1629,1491
147,197.760129990896,0.00204498977505112,0.00199600798403194,0.260831781502173,180,0.00351418260910877,1388,1378
179,230.824342243225,0.00206611570247934,0.00192678227360308,0.231531144961739,237,0.00571494822022625,2582,2507
159,172.361176498091,0.00193798449612403,0.00210084033613445,0.225056403450564,275,0.00608124896936328,3123,3214
141,376.764097337758,0.00208333333333333,0.00203252032520325,0.281867290171733,158,0.00278150134393041,727,752
216,338.484463722609,0.00209643605870021,0.00206611570247934,0.299455383326351,155,0.00322463862642193,932,883
220,202.105824611768,0.00201207243460765,0.00189035916824197,0.339824732229796,79,0.00228388777996509,183,166
212,327.613946321532,0.0020746887966805,0.00209643605870021,0.277137287663603,190,0.00478771066127542,1839,1787
87,37.0888619098548,0.00175746924428822,0.00175438596491228,0.330196078431373,51,0.00210730963763303,259,241
148,257.8342074872,0.0019723865877712,0.002,0.189827582972177,327,0.00974050713442957,5318,5321
95,272.122890464395,0.00203665987780041,0.00190839694656489,0.288278388278388,105,0.0103314997902912,1856,1473
117,32.3570077762502,0.0015527950310559,0.00176056338028169,0.238095238095238,28,0.00200458510365084,235,273
116,127.922150755374,0.00192678227360308,0.00191938579654511,0.301740096260644,74,0.00164681758025999,249,334
173,451.139752284176,0.0020703933747412,0.0021551724137931,0.249990167158309,226,0.00652702374388034,2810,2772
138,83.4526739550292,0.00189035916824197,0.00196850393700787,0.242395497375577,252,0.00566447320149786,2566,2489
69,231.390578571214,0.00195694716242661,0.0019723865877712,0.202335124159228,308,0.00934419815415366,4817,5008
162,365.885223526936,0.00211416490486258,0.00199203187250996,0.269000736105999,209,0.00346041317171019,1392,1400
177,242.914619331623,0.00209643605870021,0.00203665987780041,0.256589958158996,240,0.0047993872470892,2502,2559
182,306.372361035087,0.00204918032786885,0.0019723865877712,0.211382889869944,290,0.00817484658218983,4423,4539
33,162.761513451045,0.00206185567010309,0.00197628458498024,0.288148762042888,197,0.00277983007867051,1260,1283
217,18.0832580356357,0.00188679245283019,0.00153609831029186,0.396615547329455,62,0.00384651939090499,532,423
23,203.955304522014,0.00206611570247934,0.00198019801980198,0.28222127174223,168,0.00341890204904244,1262,1280
208,393.821463569511,0.00209205020920502,0.0020746887966805,0.266088568935428,192,0.00475419522439601,1784,1714
73,347.418116551171,0.00210970464135021,0.00198807157057654,0.246081105655574,235,0.0066583258845928,2765,2726
70,183.844364220109,0.00198807157057654,0.00199203187250996,0.215048183839881,285,0.0099539490646388,5300,5193
82,333.401890512833,0.00202839756592292,0.00205761316872428,0.304297565619475,172,0.00308479779813165,970,995
38,199.650359250578,0.00187265917602996,0.00198019801980198,0.222902888966237,170,0.00356772345785699,1050,1090
41,2.16515258880455,0.00158730158730159,0.00145772594752187,0.270833333333333,33,0.00326849699320021,464,539
24,213.584597377604,0.00203665987780041,0.00194174757281553,0.304179566563468,153,0.00334200472485637,1264,1320
48,203.739532539154,0.00201207243460765,0.00201612903225806,0.22928870292887,240,0.00489131442233643,1974,2046
37,165.999143441462,0.00202839756592292,0.00191204588910134,0.260952380952381,175,0.00255073055162601,769,733
57,206.137869938688,0.00201612903225806,0.00185528756957328,0.330060776063581,93,0.00226519737769404,507,477
112,150.973183322312,0.00187617260787992,0.00200400801603206,0.195400180224461,313,0.00643008552276768,3273,3397
64,289.7114135294,0.00204081632653061,0.00202839756592292,0.252351097178683,232,0.00417171214295775,1764,1835
197,294.365596115826,0.00204498977505112,0.00204498977505112,0.245112064854554,234,0.00481881274637397,2246,2357
139,212.992711427238,0.00206611570247934,0.00196078431372549,0.230971887550201,250,0.00636278495367962,3225,3253
175,243.802413423303,0.00202020202020202,0.00207900207900208,0.232289156626506,250,0.00576794632970913,3076,3165
26,308.848628824458,0.00205338809034908,0.00206611570247934,0.287035333087965,209,0.0040954119014369,1814,1817
52,135.968557335177,0.00190114068441065,0.00202020202020202,0.301015452538631,151,0.00260369671457296,900,936
92,11.4348648780878,0.00172413793103448,0.00170357751277683,0.346846846846847,37,0.00286639431575827,416,434
36,329.818530957926,0.00203252032520325,0.00201207243460765,0.21768475427012,287,0.00642688175200235,2975,3018
154,173.615202160958,0.00202020202020202,0.00196078431372549,0.202178602243313,305,0.00717588887761903,3920,3910
210,211.510523450393,0.00198807157057654,0.00198807157057654,0.240506329113924,237,0.00643005272180191,2903,2849
11,252.759600763086,0.00212765957446809,0.00192307692307692,0.258213881089602,202,0.00376758633999341,1438,1485
190,247.343922707175,0.00204498977505112,0.00201207243460765,0.274477611940299,201,0.00304012171788385,1417,1410
221,242.612289994365,0.00203665987780041,0.00191570881226054,0.305297876726448,99,0.00213873128194499,329,270
166,266.541445984048,0.00201612903225806,0.002,0.254869925851452,219,0.00391004168334222,1544,1501
168,84.6081329000653,0.00196078431372549,0.00183150183150183,0.279349066234312,183,0.00274936175027075,1212,1182
207,334.267765433559,0.00205761316872428,0.00199600798403194,0.226222949627205,235,0.00576876846141562,2106,2049
21,387.349474344442,0.00202020202020202,0.00204498977505112,0.267814927389395,189,0.00404115837747796,1177,1213
